Employe,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrMa0ger,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
BIJAN AHMADZADEH,41,No,Travel_Frequently,Sales,1,4,Other,1,2173,Female,2,Healthcare Representative,Divorced,55610,0,Y,11,8,0,10,2,9,1,7,3,1,3,2,3
JOSHUA WILSON,35,No,Travel_Frequently,Sales,1,2,Technical Degree,1,2174,Male,2,Ma0ger,Single,66460,1,Y,13,8,1,9,2,9,1,1,3,3,3,2,3
HERMAN WOO,51,No,Travel_Rarely,Sales,18,2,Life Sciences,1,2175,Male,4,Manufacturing Director,Divorced,77250,1,Y,13,8,1,33,2,33,0,10,3,2,3,3,3
WILLIAM DAVIS,38,No,Travel_Rarely,Sales,2,4,Life Sciences,1,2176,Female,1,Research Scientist,Divorced,107250,3,Y,18,8,0,11,5,7,1,7,2,1,3,2,3
THERESA WOLOWIC,34,No,Travel_Rarely,Sales,4,3,Life Sciences,1,2177,Male,2,Research Scientist,Single,88470,1,Y,16,8,0,10,3,10,9,6,3,1,4,4,3
STEVEN ZUKOR,25,No,Travel_Rarely,Research & Development,6,2,Medical,1,2178,Female,4,Research Scientist,Married,20450,3,Y,19,8,0,7,3,3,1,2,4,4,2,3,3
DONYALE HOYE,58,Yes,Travel_Rarely,Sales,1,4,Technical Degree,1,2179,Male,2,Sales Executive,Married,10090,7,Y,13,8,2,31,3,10,5,9,3,1,2,4,3
PETER GROSS,40,No,Travel_Rarely,Research & Development,14,4,Medical,1,2180,Female,1,Research Scientist,Married,33480,3,Y,22,8,0,7,2,4,0,3,2,2,3,1,4
ROBERT MERINO,36,No,Travel_Frequently,Sales,16,2,Life Sciences,1,2181,Male,1,Research Scientist,Married,12810,2,Y,11,8,0,17,2,15,6,13,1,1,2,3,3
JOSE ZALBA,48,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,2182,Male,2,Research Scientist,Single,28190,1,Y,20,8,0,11,2,10,0,8,4,4,3,2,4
JAMES REIDY,27,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2183,Female,2,Laboratory Technician,Married,48510,8,Y,18,8,0,5,2,1,0,0,3,0,3,3,3
SCOTT KORTE,51,No,Travel_Rarely,Research & Development,4,1,Medical,1,2184,Female,3,Manufacturing Director,Single,40280,3,Y,14,8,0,29,3,5,0,3,4,2,2,3,3
GARRETH MILLER,18,No,Non-Travel,Research & Development,1,4,Medical,1,2185,Male,2,Sales Executive,Single,27200,1,Y,22,8,1,0,2,0,0,0,4,4,4,3,4
KENNICE BURT,35,No,Travel_Rarely,Research & Development,1,4,Other,1,2186,Female,2,Research Director,Married,81200,0,Y,13,8,0,10,2,9,0,0,4,4,3,2,3
FRANK LAU,27,No,Travel_Frequently,Research & Development,26,4,Medical,1,2187,Female,1,Research Director,Single,46470,3,Y,17,8,0,8,3,6,0,0,4,4,3,4,3
KENNETH MAC DO0LD,55,Yes,Travel_Rarely,Research & Development,19,3,Technical Degree,1,2188,Male,1,Human Resources,Single,46800,6,Y,14,8,3,24,0,19,3,8,1,3,2,4,3
WALLACE GIN,56,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,2189,Male,2,Laboratory Technician,Married,32210,4,Y,15,8,2,33,2,19,15,9,4,2,3,3,3
MARRIALEE SALM,34,No,Non-Travel,Sales,1,2,Life Sciences,1,2190,Male,2,Research Scientist,Divorced,86210,1,Y,17,8,1,5,1,5,0,0,1,3,3,3,3
WILLIAM SIEBERT,40,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,2191,Male,2,Sales Executive,Divorced,45770,5,Y,11,8,1,15,3,12,11,8,2,3,3,2,3
CHRISTINE FALVEY,34,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,2192,Male,1,Research Scientist,Married,45530,4,Y,18,8,1,10,2,8,7,7,2,3,3,4,3
RICARDO SANTIAGO,31,Yes,Travel_Frequently,Research & Development,2,2,Medical,1,2193,Female,2,Manufacturing Director,Single,53960,7,Y,17,8,1,3,2,1,0,0,3,4,4,1,3
ARLINE GILMORE,35,Yes,Travel_Frequently,Research & Development,1,2,Medical,1,2194,Male,1,Manufacturing Director,Married,67960,0,Y,13,8,0,5,2,4,3,2,4,3,2,3,3
THACH LY,38,No,Travel_Frequently,Research & Development,7,3,Medical,1,2195,Female,2,Sales Representative,Divorced,76250,1,Y,15,8,0,4,2,4,0,3,4,3,3,2,3
STEPHEN ECHAVES,34,No,Travel_Rarely,Research & Development,10,4,Other,1,2196,Female,2,Laboratory Technician,Single,74120,1,Y,24,8,0,14,4,14,4,11,3,4,4,3,4
ROBERT LEE,28,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2197,Female,2,Healthcare Representative,Married,111590,1,Y,12,8,0,5,2,5,0,4,3,1,3,3,3
ARLENE BORICK,31,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,1,2198,Male,2,Sales Executive,Married,49600,1,Y,15,8,0,10,3,10,6,7,4,3,2,2,3
MATTHEW HANLEY,39,No,Travel_Rarely,Research & Development,17,4,Technical Degree,1,2199,Female,2,Healthcare Representative,Married,104750,3,Y,11,8,1,8,3,5,1,4,1,4,4,3,3
MICHELLE MCCOY,51,No,Travel_Frequently,Research & Development,20,3,Medical,1,2200,Male,2,Sales Executive,Married,148140,2,Y,11,8,1,14,2,4,3,2,2,2,3,2,3
ELSA EVANGELISTA,41,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,2201,Male,4,Sales Executive,Divorced,191410,3,Y,12,8,1,12,2,6,3,3,4,4,2,3,3
PHILIP FEE,37,No,Travel_Rarely,Research & Development,2,2,Medical,1,2202,Female,1,Healthcare Representative,Married,54050,7,Y,15,8,0,8,3,6,1,3,3,3,3,4,3
PETER RICHARDSON,33,No,Travel_Frequently,Research & Development,2,3,Medical,1,2203,Female,1,Sales Executive,Married,87930,6,Y,17,8,0,8,2,5,1,2,2,4,4,3,3
ROBERT SWALL,32,No,Travel_Rarely,Research & Development,1,4,Medical,1,2204,Male,5,Research Director,Married,191890,0,Y,12,8,1,4,3,3,1,2,3,2,2,3,3
JO0THAN NYE,39,No,Non-Travel,Research & Development,29,2,Life Sciences,1,2205,Male,2,Sales Executive,Married,38750,3,Y,15,8,0,13,3,6,0,5,3,3,3,3,3
GABRIEL GALLAREAD,25,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,2206,Male,1,Sales Executive,Married,22160,2,Y,13,8,3,6,2,3,1,2,1,3,2,2,3
SEAN GRIFFIN,52,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,2207,Male,2,Sales Executive,Married,117130,2,Y,14,8,0,24,2,5,0,2,4,3,2,3,3
THERESA KWAN,43,No,Travel_Rarely,Research & Development,2,2,Medical,1,2208,Male,1,Laboratory Technician,Single,78610,1,Y,14,8,2,20,1,20,1,8,1,3,1,3,3
CHUCK WATA0BE,27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2209,Male,1,Human Resources,Married,37080,1,Y,16,8,2,6,2,6,4,4,4,4,3,3,3
ANTHONY SMERDEL,27,Yes,Travel_Rarely,Research & Development,2,5,Life Sciences,1,2210,Female,1,Research Scientist,Single,137700,1,Y,18,8,1,8,3,8,7,7,4,3,3,4,3
SAMUEL CHRIST,26,No,Travel_Rarely,Research & Development,2,2,Other,1,2211,Male,3,Laboratory Technician,Single,53040,0,Y,20,8,1,5,2,4,1,1,1,4,3,3,4
DAMON JACKSON,42,No,Travel_Rarely,Sales,23,3,Marketing,1,2212,Female,3,Research Scientist,Married,26420,0,Y,13,8,1,21,3,20,0,9,3,1,3,3,3
GARRET LUCIER,52,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,2213,Female,1,Healthcare Representative,Married,27590,9,Y,18,8,1,12,6,5,0,4,3,1,1,3,3
JUSTIN ERB,37,No,Travel_Rarely,Research & Development,20,5,Life Sciences,1,2214,Male,2,Ma0ger,Single,68040,4,Y,13,8,1,8,1,3,0,2,1,3,3,3,3
CRISTI0 FRANCO,35,No,Travel_Frequently,Research & Development,6,4,Medical,1,2215,Female,2,Research Director,Single,61420,2,Y,15,8,1,10,2,2,2,2,3,4,3,3,3
CRAIG LEE,25,No,Travel_Rarely,Research & Development,1,4,Medical,1,2216,Male,2,Sales Executive,Married,25000,4,Y,14,8,2,7,2,3,0,2,1,4,2,1,3
JASON WATROUS,26,No,Travel_Rarely,Research & Development,29,4,Life Sciences,1,2217,Male,1,Research Scientist,Single,63890,0,Y,22,8,0,8,2,7,0,7,3,1,3,2,4
RACHEL MARCIC,29,No,Travel_Rarely,Sales,9,3,Life Sciences,1,2218,Male,1,Laboratory Technician,Single,111030,1,Y,12,8,0,10,5,10,0,9,2,1,2,2,3
ZE0IDA PUENTES,49,Yes,Travel_Frequently,Sales,6,5,Medical,1,2219,Female,2,Healthcare Representative,Single,23420,3,Y,18,8,0,20,2,4,1,3,1,1,3,3,3
MARCIAL MARQUEZ,29,Yes,Travel_Frequently,Sales,3,2,Marketing,1,2220,Female,2,Laboratory Technician,Single,68110,0,Y,15,8,1,9,2,8,7,7,3,4,3,3,3
MAUREEN FLAHERTY,54,No,Travel_Rarely,Sales,1,3,Medical,1,2221,Female,2,Ma0ger,Single,22970,6,Y,18,8,2,29,2,20,12,7,4,4,2,2,3
TIMOTHY MCHALE,58,No,Travel_Rarely,Sales,22,3,Life Sciences,1,2222,Female,2,Laboratory Technician,Married,24500,3,Y,12,8,1,32,2,9,1,5,4,1,3,3,3
EMMANUEL BULATAO,55,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2223,Female,3,Research Scientist,Divorced,50930,2,Y,16,8,1,31,3,7,0,0,2,4,4,3,3
LEO0RD POGGIO,36,No,Travel_Rarely,Research & Development,1,3,Medical,1,2224,Male,2,Sales Executive,Single,53090,3,Y,13,8,0,15,5,5,0,1,1,2,3,3,3
STUART WASHINGTON,31,Yes,Travel_Frequently,Sales,4,3,Life Sciences,1,2225,Male,2,Ma0ger,Single,30570,1,Y,19,8,0,1,3,1,0,0,2,3,3,3,3
JOHN CATA0CH,30,No,Travel_Rarely,Sales,3,3,Life Sciences,1,2226,Male,3,Sales Executive,Divorced,51210,7,Y,13,8,0,8,4,3,0,2,4,1,3,3,3
FRANK LATKO,31,No,Travel_Rarely,Research & Development,1,3,Medical,1,2227,Male,1,Laboratory Technician,Single,168560,3,Y,12,8,1,9,3,3,1,0,1,2,0,3,3
RICKY YEE,34,No,Travel_Frequently,Sales,2,1,Marketing,1,2228,Female,5,Ma0ger,Divorced,26860,5,Y,11,8,0,10,3,4,1,3,4,1,3,4,3
WILLIAM MORALES,31,Yes,Travel_Rarely,Sales,20,3,Technical Degree,1,2229,Male,1,Research Scientist,Single,61800,1,Y,14,8,1,1,2,1,0,0,1,2,4,1,3
IVAN SEQUEIRA,27,No,Travel_Rarely,Human Resources,11,4,Medical,1,2230,Male,4,Sales Executive,Married,66320,0,Y,16,8,0,6,3,5,1,4,2,1,4,3,3
MARK SULLIVAN,36,No,Travel_Rarely,Sales,1,3,Marketing,1,2231,Male,2,Research Scientist,Single,35050,1,Y,12,8,2,10,2,10,1,8,1,4,2,2,3
STEVEN MATTHIAS,36,No,Travel_Rarely,Research & Development,24,3,Other,1,2232,Female,3,Research Director,Married,63970,4,Y,14,8,1,11,3,3,0,2,3,1,2,3,3
A0 ALVAREZ,47,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,2233,Female,2,Sales Executive,Married,62740,7,Y,14,8,2,17,0,6,1,2,1,4,2,3,3
RITA LAM,25,Yes,Travel_Rarely,Sales,16,4,Life Sciences,1,2234,Male,2,Research Scientist,Married,198590,3,Y,19,8,0,6,3,3,2,2,1,1,3,2,3
ERICA ARTESEROS,37,No,Non-Travel,Sales,8,4,Medical,1,2235,Male,1,Healthcare Representative,Single,75870,0,Y,22,8,1,7,5,6,1,3,3,3,1,3,4
MICHELLE HENDERSON,56,No,Travel_Rarely,Research & Development,10,4,Other,1,2236,Male,2,Sales Representative,Married,42580,2,Y,16,8,0,5,2,3,1,0,1,1,4,3,3
BICKA BARLOW,47,No,Travel_Rarely,Research & Development,3,2,Medical,1,2237,Male,2,Laboratory Technician,Married,43640,3,Y,11,8,1,26,3,20,5,6,1,3,4,3,3
GENERAL JAMES JR,24,No,Travel_Rarely,Research & Development,5,1,Other,1,2238,Male,1,Manufacturing Director,Married,43350,1,Y,15,8,1,5,5,5,0,3,4,3,3,3,3
JAMESON PON,32,No,Travel_Rarely,Sales,4,3,Marketing,1,2239,Male,1,Research Scientist,Married,53260,4,Y,14,8,1,7,2,4,0,3,4,4,2,3,3
MATTHEW TARLACH,34,No,Travel_Rarely,Research & Development,9,2,Medical,1,2240,Male,1,Sales Executive,Married,32800,5,Y,13,8,0,7,3,5,0,2,4,2,2,3,3
JOSELITO CRUZ,41,No,Travel_Rarely,Research & Development,26,3,Medical,1,2241,Female,3,Sales Executive,Married,54850,2,Y,17,8,2,7,2,4,0,3,2,3,2,3,3
PETER LEE,40,No,Non-Travel,Sales,3,2,Life Sciences,1,2242,Male,1,Sales Executive,Divorced,43420,3,Y,11,8,1,11,6,8,0,7,3,3,4,2,3
CYNTHIA MANUEL,31,No,Travel_Rarely,Research & Development,16,3,Medical,1,2243,Male,2,Human Resources,Divorced,27820,1,Y,19,8,1,13,5,13,9,9,1,4,3,3,3
THEODORE ARA0S,46,Yes,Travel_Rarely,Research & Development,18,1,Medical,1,2244,Male,1,Manufacturing Director,Divorced,59800,4,Y,11,8,1,28,2,7,4,3,1,4,4,3,3
SAMARA MARION,39,Yes,Non-Travel,Research & Development,2,4,Medical,1,2245,Male,2,Manufacturing Director,Single,43810,2,Y,15,8,2,11,1,1,0,0,1,1,4,2,3
KEVIN PHIPPS,31,Yes,Travel_Frequently,Sales,2,3,Medical,1,2246,Male,2,Sales Executive,Single,25720,1,Y,13,8,3,10,3,10,4,7,3,2,3,3,3
BRIDGET SMITH,45,No,Travel_Rarely,Sales,10,2,Marketing,1,2247,Male,1,Sales Executive,Divorced,38330,2,Y,14,8,0,24,1,7,0,7,2,1,3,3,3
CESAR GONZALES,31,No,Travel_Rarely,Research & Development,16,4,Life Sciences,1,2248,Male,3,Human Resources,Single,42440,9,Y,13,8,0,8,3,3,0,2,4,2,3,3,3
TADAO YAMAGUCHI,31,Yes,Travel_Frequently,Research & Development,7,4,Life Sciences,1,2249,Male,1,Laboratory Technician,Married,65000,6,Y,23,8,1,7,5,2,2,2,2,4,1,3,4
JAMES CARLIN,45,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,2250,Female,1,Research Scientist,Married,184300,4,Y,12,8,1,10,5,3,1,2,2,4,4,3,3
KEVIN FISHER-PAULSON,48,No,Travel_Rarely,Research & Development,24,3,Technical Degree,1,2251,Male,2,Research Scientist,Divorced,16010,4,Y,12,8,0,15,3,2,2,2,3,1,3,3,3
SCOTT LAU,34,Yes,Travel_Rarely,Research & Development,7,4,Medical,1,2252,Male,2,Research Scientist,Married,26940,1,Y,16,8,1,2,3,2,2,2,1,3,3,3,3
CHRISTOPHER HAYES,40,No,Non-Travel,Research & Development,25,4,Other,1,2253,Female,1,Sales Executive,Divorced,31490,2,Y,15,8,1,16,1,9,4,8,4,2,3,2,3
JOAN0 LEO0RD,28,No,Travel_Rarely,Research & Development,1,2,Technical Degree,1,2254,Female,1,Research Scientist,Single,176390,0,Y,13,8,1,6,0,5,1,3,4,1,3,3,3
ANTONIO LANSANG,44,No,Non-Travel,Research & Development,5,3,Life Sciences,1,2255,Male,1,Laboratory Technician,Single,23190,3,Y,18,8,0,7,4,5,0,3,3,3,3,2,3
SHARON LEGENZA,53,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,2256,Male,2,Ma0ger,Single,116910,4,Y,20,8,0,35,2,9,8,8,4,2,2,3,4
RIGOBERTO HER0NDEZ,49,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2257,Male,3,Laboratory Technician,Married,53240,2,Y,19,8,0,20,2,3,1,2,1,3,2,1,3
LAWRENCE MACK,40,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2258,Male,3,Laboratory Technician,Divorced,167520,2,Y,18,8,1,8,3,3,1,2,3,3,4,3,3
MARTY WAY,44,No,Travel_Rarely,Research & Development,5,1,Other,1,2259,Male,3,Research Scientist,Single,52280,1,Y,13,8,0,6,2,5,1,3,4,2,2,4,3
VILLAMOR CORRALES,33,No,Travel_Frequently,Human Resources,10,3,Medical,1,2260,Female,2,Sales Executive,Married,27000,0,Y,14,8,3,5,2,4,0,3,4,1,3,3,3
IRA BARG,34,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,2261,Female,1,Sales Representative,Single,192460,3,Y,15,8,1,15,5,13,3,12,4,1,3,3,3
MARICELA SAINEZ,30,No,Travel_Rarely,Sales,1,2,Technical Degree,1,2262,Male,1,Laboratory Technician,Married,25060,8,Y,22,8,0,4,3,2,2,2,4,3,2,3,4
MERJO ROCA,42,No,Travel_Frequently,Research & Development,8,4,Medical,1,2263,Female,1,Sales Executive,Single,60620,1,Y,22,8,2,12,2,12,5,8,1,4,3,3,4
JOHN ROBERTSON,44,No,Travel_Frequently,Research & Development,5,3,Life Sciences,1,2264,Female,5,Manufacturing Director,Married,43820,7,Y,16,8,2,11,2,1,0,0,1,3,2,3,3
AVANTIKA 0TH,30,No,Non-Travel,Research & Development,8,3,Life Sciences,1,2265,Male,1,Manufacturing Director,Divorced,21430,1,Y,17,8,1,1,2,1,0,0,3,3,2,3,3
ANTHONY MONTOYA,57,No,Travel_Rarely,Sales,2,1,Life Sciences,1,2266,Male,3,Research Scientist,Married,61620,0,Y,14,8,0,13,5,12,2,8,2,3,2,2,3
JUAN DANIELS,49,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,2267,Female,2,Sales Executive,Divorced,50940,3,Y,15,8,0,29,5,8,0,7,3,2,3,3,3
JOSEPH SILVA,34,No,Travel_Frequently,Research & Development,2,4,Medical,1,2268,Female,2,Sales Representative,Divorced,68770,7,Y,20,8,0,16,3,14,6,9,2,1,2,3,4
TERRY ELISAIA,28,Yes,Travel_Frequently,Research & Development,2,3,Medical,1,2269,Male,1,Research Scientist,Married,22740,3,Y,20,8,1,5,5,3,1,2,1,3,4,3,4
PATRICK HO,29,Yes,Travel_Frequently,Research & Development,28,3,Medical,1,2270,Female,5,Research Scientist,Single,44340,5,Y,17,8,3,7,1,5,0,0,1,2,1,3,3
MARIA ED0 AQUINO,34,Yes,Travel_Rarely,Research & Development,7,1,Medical,1,2271,Male,1,Research Scientist,Single,62880,0,Y,15,8,1,16,2,15,10,10,1,2,4,3,3
THOMAS THORNTON,35,No,Travel_Rarely,Sales,7,4,Other,1,2272,Female,4,Healthcare Representative,Married,25530,1,Y,14,8,1,1,4,1,0,0,4,3,3,2,3
LAWRENCE GRAY JR,24,Yes,Travel_Frequently,Sales,3,3,Life Sciences,1,2273,Male,2,Research Scientist,Single,76540,2,Y,17,8,1,4,3,0,0,0,2,1,2,2,3
RO0LD REYNOLDS,24,No,Non-Travel,Research & Development,10,3,Life Sciences,1,2274,Female,2,Ma0ger,Married,51600,1,Y,17,8,1,1,3,1,0,0,4,2,3,1,3
ANTON SHELTON,44,No,Travel_Frequently,Research & Development,5,2,Medical,1,2275,Female,2,Research Scientist,Single,171590,5,Y,22,8,1,16,1,2,2,2,2,3,2,2,4
PHILLIP WONG,29,No,Travel_Rarely,Sales,10,2,Life Sciences,1,2276,Female,1,Sales Executive,Divorced,128080,1,Y,13,8,0,10,6,10,0,4,3,3,3,3,3
JAMES GASPER,30,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,2277,Male,3,Sales Executive,Divorced,102210,0,Y,19,8,1,6,2,5,1,3,3,3,4,3,3
THI TRAM NGUYEN,55,No,Travel_Rarely,Sales,20,3,Marketing,1,2278,Male,2,Research Scientist,Married,47790,0,Y,14,8,1,4,6,3,1,2,4,3,3,3,3
ROBERTO BARRIENTOS-CRUZ,33,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,2279,Male,2,Research Scientist,Married,37370,8,Y,22,8,2,8,2,5,0,2,1,2,3,3,4
WILLIAM DORSEY,47,No,Travel_Rarely,Research & Development,8,4,Medical,1,2280,Female,2,Sales Representative,Married,23660,3,Y,17,8,0,11,5,5,1,2,3,3,2,2,3
MARK SIKORA,28,Yes,Travel_Frequently,Sales,1,3,Marketing,1,2281,Male,2,Laboratory Technician,Single,17060,7,Y,12,8,0,8,3,0,0,0,3,1,2,3,3
DARRIN MARTINDALE,28,No,Travel_Rarely,Sales,8,4,Marketing,1,2282,Male,1,Laboratory Technician,Divorced,163070,1,Y,16,8,0,1,3,1,0,0,1,3,1,2,3
NICOLE GREELY,28,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,2283,Female,2,Sales Executive,Single,59330,0,Y,11,8,0,5,3,4,1,3,3,1,3,3,3
MICHAEL ALEXANDER,49,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,2284,Female,1,Research Scientist,Married,34240,4,Y,11,8,0,10,3,3,1,2,3,1,3,3,3
JUSTIN QUINTAL,29,No,Travel_Frequently,Research & Development,8,1,Medical,1,2285,Male,1,Research Scientist,Married,40370,0,Y,14,8,0,4,2,3,0,2,4,2,3,1,3
CHARLES WONG,28,No,Travel_Rarely,Research & Development,5,1,Technical Degree,1,2286,Male,2,Laboratory Technician,Married,25590,1,Y,11,8,0,8,3,8,1,7,3,2,2,2,3
TOM HUI,33,No,Travel_Rarely,Research & Development,15,4,Life Sciences,1,2287,Female,1,Sales Executive,Single,62010,2,Y,15,8,3,14,2,0,0,0,4,3,3,2,3
SHIAW-HUEI LO,32,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2288,Female,3,Laboratory Technician,Single,44030,2,Y,20,8,0,10,3,5,0,0,3,4,4,2,4
PHOENIX STREETS,54,No,Travel_Frequently,Sales,10,3,Life Sciences,1,2289,Female,4,Research Scientist,Divorced,37610,3,Y,12,8,0,26,3,14,1,12,2,4,3,2,3
THOMAS COSTELLO,29,Yes,Travel_Rarely,Research & Development,5,3,Life Sciences,1,2290,Female,2,Research Scientist,Single,109340,6,Y,17,8,2,11,2,9,0,7,1,1,1,3,3
LYN O'CONNOR,44,No,Travel_Rarely,Sales,26,1,Marketing,1,2291,Male,1,Sales Representative,Married,107610,3,Y,11,8,1,24,5,20,14,17,4,1,4,2,3
MARK DORIAN,39,No,Travel_Rarely,Sales,6,1,Technical Degree,1,2292,Female,2,Laboratory Technician,Single,51750,4,Y,17,8,1,9,2,2,2,2,2,2,3,4,3
SURENDRAKUMA MEHTA,46,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,2293,Male,3,Manufacturing Director,Married,138260,8,Y,11,8,0,23,1,13,5,1,3,2,4,2,3
DAWN ROSALES,35,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,2294,Male,2,Research Scientist,Single,63340,1,Y,14,8,0,11,2,11,3,3,4,2,1,4,3
CAROL FINUCANE,23,No,Travel_Rarely,Research & Development,2,4,Medical,1,2295,Female,2,Ma0ger,Single,49360,0,Y,19,8,1,5,2,4,1,2,1,3,3,2,3
THERESA OKORIE,40,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,2296,Male,2,Research Director,Single,47750,3,Y,15,8,1,15,3,5,1,0,4,1,1,4,3
OMAR BUENO,34,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,2297,Male,2,Manufacturing Director,Married,28180,1,Y,13,8,1,10,2,10,8,6,4,3,3,3,3
ANTHONY BRYANT,31,Yes,Travel_Frequently,Research & Development,29,3,Life Sciences,1,2298,Female,2,Healthcare Representative,Single,25150,1,Y,14,8,0,7,3,7,7,7,4,3,1,2,3
EDWARD GHILARDI JR,50,No,Travel_Frequently,Research & Development,6,3,Medical,1,2299,Male,1,Ma0ger,Single,23420,1,Y,12,8,1,32,2,32,13,9,3,4,3,2,3
CHARLES CLONIGER III,34,No,Travel_Rarely,Sales,25,5,Marketing,1,2300,Female,1,Research Scientist,Married,41940,0,Y,17,8,2,12,3,11,5,7,2,3,3,3,3
CARL T,42,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2301,Female,1,Manufacturing Director,Married,106850,4,Y,11,8,3,4,2,1,0,0,3,2,3,3,3
MELVIN THORNTON,37,No,Travel_Rarely,Research & Development,2,2,Medical,1,2302,Male,1,Research Scientist,Married,20220,1,Y,12,8,0,10,1,10,3,7,1,4,3,3,3
MELISSA NGUYEN,29,No,Travel_Rarely,Research & Development,1,3,Medical,1,2303,Female,1,Ma0ger,Married,23140,3,Y,13,8,0,9,5,7,0,7,3,1,3,4,3
DEBORAH HONIG,33,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,2304,Male,1,Research Scientist,Single,42560,1,Y,13,8,3,5,1,5,0,2,4,2,3,3,3
FRANCIS VALLESTEROS,45,No,Travel_Rarely,Sales,3,3,Life Sciences,1,2305,Male,3,Laboratory Technician,Married,35800,4,Y,20,8,1,8,1,5,0,3,4,4,3,2,4
DAVID DORANTES,42,No,Travel_Frequently,Human Resources,1,4,Technical Degree,1,2306,Male,2,Manufacturing Director,Married,31620,2,Y,17,8,2,24,1,20,13,9,4,4,1,3,3
JOHN CONWAY,40,No,Travel_Rarely,Sales,10,1,Life Sciences,1,2307,Female,1,Manufacturing Director,Married,65240,0,Y,13,8,1,9,2,8,7,1,1,1,4,4,3
LEAH CUSTIS,33,No,Travel_Rarely,Research & Development,9,3,Medical,1,2308,Female,2,Manufacturing Director,Married,28990,1,Y,17,8,0,15,3,15,5,7,2,3,3,2,3
CHRISTOPHER CREED,40,No,Travel_Rarely,Sales,5,5,Life Sciences,1,2309,Male,1,Manufacturing Director,Single,52310,1,Y,12,8,2,21,4,21,7,7,3,4,3,3,3
RAYMOND COX,24,No,Travel_Rarely,Sales,10,2,Marketing,1,2310,Male,1,Manufacturing Director,Divorced,23560,0,Y,13,8,0,2,5,1,0,0,3,1,3,3,3
MARK HUTCHINGS,40,No,Non-Travel,Research & Development,7,3,Medical,1,2311,Male,1,Research Scientist,Divorced,28000,3,Y,12,8,2,8,0,2,2,2,4,4,0,2,3
ROBERT TURNQUIST,45,No,Travel_Rarely,Research & Development,4,3,Medical,1,2312,Female,3,Laboratory Technician,Divorced,118360,1,Y,22,8,0,10,2,10,7,7,1,2,3,4,4
DARRELL STONE,35,No,Travel_Rarely,Research & Development,10,1,Life Sciences,1,2313,Male,1,Healthcare Representative,Married,109030,0,Y,11,8,0,6,3,5,4,2,2,3,3,4,3
BARTHOLOMEW JOHNSON,32,No,Travel_Rarely,Research & Development,22,4,Medical,1,2314,Male,1,Sales Executive,Married,29730,3,Y,22,8,0,12,0,7,2,5,4,2,3,4,4
ROBERTO FORTES,36,No,Travel_Rarely,Sales,9,3,Marketing,1,2315,Female,4,Research Scientist,Single,142750,3,Y,18,8,1,7,5,3,1,2,3,4,2,2,3
MICHAEL CREEDON,48,No,Travel_Rarely,Research & Development,12,4,Medical,1,2316,Male,1,Laboratory Technician,Divorced,55620,8,Y,13,8,1,18,2,8,7,7,3,3,3,3,3
JOHN TORRISE,29,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,2317,Female,2,Healthcare Representative,Married,45370,6,Y,18,8,1,5,5,1,0,0,3,3,2,4,3
